tranaction_Id,transaction_date,district,complete_year,transaction_type,num_building,num_land,num_garage,garage_status,garage_label,total_floor_number,building_state,main_building_materials,land_shifting_total_area,building_shifting_total_area,main_building_area,subsidiary_building_area,balcony_area,num_room,num_bathroom,compartment,management_org,carpark_type,carpark_shifting_area,carpark_total_price,elevator,total_ntd,unit_ntd
5343,4/19/20,Daan District,NULL,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,42,203.4,203.4,0,0,4,2,1,0,No carpark,0,0,1,51380000,252606
5344,4/28/20,Neihu District,1993,Land+Building,1,1,0,0,No,12,Suite,Reinforced Concrete,12.78,39.45,28.21,0,5.1,1,1,1,1,No carpark,0,0,0,7150000,181242
5345,4/12/20,Neihu District,2005,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,20.39,131.63,59.86,0,7.57,2,1,1,1,Ramp Plane,38.56,2500000,1,25180000,243688
5346,4/22/20,Zhongshan District,1994,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,25,75.18,43.87,17.23,7.6,0,1,1,0,No carpark,0,0,0,10500000,139665
5347,5/1/20,Neihu District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,37.35,135.27,116.67,0,13.02,5,3,1,0,No carpark,0,0,0,17500000,129371
5348,5/2/20,Neihu District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,39.95,119.47,77.85,0,12.49,3,1,1,1,No carpark,0,0,0,15630000,130828
5349,1/17/20,Beitou District,1989,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5storey,Reinforced Concrete,44.7,181.54,107.03,59.31,6.5,4,2,1,1,Ramp Plane,0,0,0,25000000,137711
5350,5/15/20,Shilin District,1981,Land+Building,1,1,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,10.2,86.69,64.27,0,9.86,2,2,1,0,No carpark,0,0,1,12200000,140731
5351,5/7/20,Wenshan District,1994,Garage,0,0,1,1,Yes,12,Other,Reinforced Concrete,3.7,18.18,0,0,0,0,0,1,1,Ramp Machinery,18.18,550000,0,550000,NULL
5352,4/24/20,Wenshan District,1997,Land+Building,1,1,0,0,No,6,Suite,Reinforced Concrete,16.39,51.48,33.68,0,4.9,1,1,1,1,No carpark,0,0,0,8200000,159285
5353,4/24/20,ZhongZheng District,2000,Land+Building,1,1,0,0,No,6,Suite,Reinforced Concrete,9.98,31.08,19.91,0,0,1,1,1,0,No carpark,0,0,0,8880000,285714
5354,4/24/20,Daan District,1981,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,9.73,107.43,78.34,0,14.66,3,2,1,1,No carpark,0,0,1,26460000,246300
5355,4/27/20,Daan District,1978,Garage,0,0,1,1,Yes,12,Other,Reinforced Concrete,3.3,30.08,0,0,0,0,0,1,1,Ramp Plane,30.08,3500000,0,3500000,NULL
5356,4/7/20,Daan District,NULL,Land+Building,1,2,0,0,No,3,Apartment_5storey,Strengthened Brickwork,44.67,66.2,66.2,0,0,3,1,1,0,No carpark,0,0,0,22000000,332326
5357,5/4/20,Daan District,1983,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,31.96,124.02,80.26,0,14.26,3,2,1,0,No carpark,0,0,1,20000000,161264
5358,5/22/20,Daan District,1982,Land+Building,1,1,0,0,No,12,Commercial Building,Reinforced Concrete,5.44,69.66,45.08,0,4.44,0,0,0,1,No carpark,0,0,1,17080000,245191
5359,5/11/20,Daan District,1995,Land+Building,1,1,0,0,No,11,Suite,Reinforced Concrete,4.54,38.27,25.98,1.22,0,0,0,0,1,No carpark,0,0,0,10000000,261301
5360,3/22/20,Datong District,2009,Land+Building,1,1,0,0,No,15,Apartment_11storeyorgreater,Reinforced Concrete,12.9,85.95,54.46,1.49,4.65,1,1,1,1,No carpark,0,0,1,17500000,203607
5361,4/13/20,Beitou District,2011,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,82.53,230.5,111.1,15.16,10.57,4,2,1,1,Ramp Plane,32.82,0,1,40000000,173536
5362,4/24/20,Shilin District,2019,Land+Building,1,1,0,0,No,9,Suite,Reinforced Concrete,15.46,62.28,33.36,2.54,2.3,1,1,1,1,No carpark,0,0,0,17050000,273764
5363,3/30/20,Beitou District,1977,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,31.5,83.65,70.9,0,12.75,3,1,1,0,No carpark,0,0,0,10500000,125523
5364,4/19/20,Beitou District,1977,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,16.8,55.82,51.05,0,4.77,2,1,1,0,No carpark,0,0,0,9080000,162666
5365,5/6/20,Beitou District,1967,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,11.25,38.76,38.76,0,0,2,1,1,0,No carpark,0,0,0,3000000,77399
5366,4/22/20,Shilin District,1973,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,28.5,79.45,79.45,0,0,3,2,1,0,No carpark,0,0,0,14300000,179987
5367,5/12/20,Beitou District,2005,Land+Building,1,1,0,0,No,14,Suite,Reinforced Concrete,4.09,37.7,19.64,0.65,3.02,0,0,0,1,No carpark,0,0,0,5550000,147215
5368,5/14/20,Nangang District,2009,Garage,0,0,1,1,Yes,15,Other,Reinforced Concrete,2.11,37.8,0,0,0,0,0,1,1,Ramp Plane,23.44,1700000,0,1700000,NULL
5369,5/14/20,Nangang District,2009,Garage,0,0,1,1,Yes,15,Other,Reinforced Concrete,2.11,37.8,0,0,0,0,0,1,1,Ramp Plane,23.44,1800000,0,1800000,NULL
5370,4/17/20,Songshan District,1989,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,21.64,106.2,81.88,2.69,5.27,3,1,1,0,No carpark,0,0,1,18950000,178437
5371,5/18/20,Xinyi District,2018,Land+Building+Garage,1,2,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,20.46,101.85,40.38,4.16,3.31,1,1,1,1,Tower,31.55,0,1,19000000,186549
5372,5/6/20,Songshan District,1978,Land+Building+Garage,1,2,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,31.4,156.56,127.9,0,10.7,2,2,1,1,Ramp Plane,0,0,1,24000000,153296
5373,4/22/20,Songshan District,1982,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,28.75,181.05,152.46,0,24.91,6,1,1,1,No carpark,0,0,1,31880000,176084
5374,4/6/20,Xinyi District,1974,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,29.25,69.08,69.08,0,0,2,1,1,0,No carpark,0,0,0,9300000,134627
5375,4/17/20,Nangang District,1974,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,31.5,90,90,0,0,3,2,1,0,No carpark,0,0,0,18400000,204444
5376,5/5/20,Xinyi District,1982,Building,1,0,0,0,No,5,Apartment_5storey,Reinforced Concrete,0,52.34,46.57,0,5.77,3,1,1,0,No carpark,0,0,0,200000,3821
5377,5/5/20,Xinyi District,1997,Building,1,0,0,0,No,3,House,Reinforced Concrete,0,30,30,0,0,9,9,1,0,No carpark,0,0,0,200000,6667
5378,4/19/20,Xinyi District,1984,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,23.4,95.81,65.6,0,13.18,3,1,1,0,No carpark,0,0,0,13620000,142156
5379,4/18/20,Xinyi District,1983,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,22.99,107.76,85.09,0,7.18,3,2,1,0,No carpark,0,0,1,24680000,229027
5380,4/23/20,Songshan District,1992,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,21.59,93.09,60.33,0,7.25,2,1,1,1,No carpark,0,0,1,19880000,213557
5381,2/13/20,Songshan District,2008,Land+Building+Garage,1,2,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,6.5,57.42,27.8,1.8,5.94,2,1,1,1,Tower,0,0,1,18300000,318704
5382,4/20/20,Songshan District,1981,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,26.04,157.28,129.71,0,11.32,3,2,1,1,No carpark,0,0,1,21880000,139115
5383,4/26/20,Zhongshan District,1984,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,32.83,158.94,111.58,0,15.58,3,2,1,1,No carpark,0,0,1,31500000,198188
5384,5/5/20,Datong District,2019,Land+Building+Garage,1,3,1,1,Yes,19,Apartment_11storeyorgreater,Reinforced Concrete,13.73,184.62,93.06,0,8.8,3,2,1,1,Ramp Plane,39.34,0,1,37000000,200412
5385,3/29/20,Wanhua District,2018,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,15.3,114.68,45.35,3.89,4.67,2,1,1,1,Ramp Plane,34.62,2000000,1,15100000,163607
5386,5/19/20,Wanhua District,NULL,Land+Building,1,2,0,0,No,4,House,Strengthened Brickwork,94,314.48,314.48,0,0,1,4,1,0,No carpark,0,0,0,84000000,267108
5387,5/6/20,Datong District,2019,Land+Building+Garage,1,3,1,1,Yes,19,Apartment_11storeyorgreater,Reinforced Concrete,9.6,121.36,66.17,0,5.15,3,1,1,1,Ramp Machinery,0,0,1,25500000,210119
5388,4/14/20,Neihu District,1981,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,25.83,103.76,90,0,13.76,3,1,1,0,No carpark,0,0,0,16500000,159021
5389,3/17/20,Zhongshan District,2019,Land+Building+Garage,1,1,2,1,Yes,11,Apartment_11storeyorgreater,Reinforced Concrete,34.15,254.81,108.83,3.12,11.44,3,2,1,1,Ramp Plane,77.54,5400000,1,62600000,322672
5390,5/18/20,Neihu District,2007,Garage,0,0,2,1,Yes,11,Other,Reinforced Concrete,1.01,5.02,0,0,0,0,0,1,1,Tower,0,880000,0,880000,NULL
5391,5/18/20,Neihu District,2007,Garage,0,0,1,1,Yes,11,Other,Reinforced Concrete,0.5,2.52,0,0,0,0,0,1,1,Tower,0,440000,0,440000,NULL
5392,5/18/20,Zhongshan District,1982,Land+Building+Garage,2,1,1,1,Yes,12,Commercial Building,Reinforced Concrete,34.18,377.85,316.43,0,9.15,2,2,1,1,Ramp Plane,0,0,1,65000000,172026
5393,4/6/20,Zhongshan District,2016,Land+Building+Garage,1,1,1,1,Yes,12,Apartment_11storeyorgreater,Other,12.69,142.99,66.67,6.28,4.63,3,1,1,1,Ramp Plane,46.25,1400000,1,26800000,262587
5394,4/30/20,Zhongshan District,2016,Land+Building,1,1,0,0,No,5,Suite,Reinforced Concrete,14.12,59.61,28.67,3.64,5.38,1,1,1,1,No carpark,0,0,0,14000000,234860
5395,4/30/20,Zhongshan District,NULL,Garage,0,0,1,1,Yes,NULL,Other,NULL,0.03,11.38,0,0,0,0,0,1,1,Tower,11.38,1500000,0,1500000,NULL
5396,4/30/20,Neihu District,2018,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,15.57,204.41,94.08,3.28,11.65,3,2,1,1,Ramp Plane,41.04,2950000,1,36000000,202302
5397,5/6/20,Neihu District,2018,Land+Building+Garage,1,1,2,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,8.95,131.12,52,2.64,5.72,1,1,1,1,Ramp Machinery,41.04,2200000,1,20800000,206483
5398,4/17/20,Zhongshan District,1976,Land+Building,1,1,0,0,No,6,Storefront,Reinforced Concrete,39.67,136.19,136.19,0,0,0,0,0,0,No carpark,0,0,0,70000000,513988
5399,4/22/20,Neihu District,2005,Land+Building+Garage,1,1,1,1,Yes,4,Apartment_5to10storey,Reinforced Concrete,96.54,282.59,121.29,13.93,5.01,0,2,1,1,Ramp Plane,0,0,1,59000000,208783
5400,4/22/20,Neihu District,2005,Land+Building+Garage,1,1,1,1,Yes,4,Apartment_5to10storey,Reinforced Concrete,77.25,222.99,87.67,10.19,7.09,4,1,1,1,Ramp Plane,0,0,1,31000000,139020
5401,4/22/20,Neihu District,2005,Land+Building+Garage,1,1,1,1,Yes,4,Apartment_5to10storey,Reinforced Concrete,77.51,223.73,87.67,10.63,7.09,5,2,1,1,Ramp Plane,0,0,1,31000000,138560
5402,4/22/20,Neihu District,2005,Land+Building+Garage,1,1,1,1,Yes,4,Apartment_5to10storey,Reinforced Concrete,70.71,193.39,76.38,9.51,7.09,2,2,1,1,Ramp Plane,0,0,1,34000000,175811
5403,5/15/20,Neihu District,2007,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,4.29,43.74,26.98,1.16,0,0,0,0,1,No carpark,0,0,1,8580000,196159
5404,5/3/20,Neihu District,2010,Land+Building+Garage,1,1,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,44.2,204.37,94.93,6.63,12.18,2,2,1,1,Ramp Plane,39.27,0,1,40500000,198170
5405,4/29/20,Zhongshan District,2005,Land+Building,1,1,0,0,No,14,Suite,Reinforced Concrete,3.47,37.68,22.64,1.51,0,1,1,1,1,No carpark,0,0,0,8300000,220276
5406,4/14/20,Neihu District,2009,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,58.95,162.97,82.24,4.72,9.15,3,2,1,1,Ramp Plane,32.52,0,1,25000000,153402
5407,5/2/20,ZhongZheng District,2002,Land+Building+Garage,1,2,1,1,Yes,14,Commercial Building,Reinforced Concrete,3.77,58.85,30.81,0,0,0,0,0,1,Ramp Machinery,0,0,1,12120000,205982
5408,5/10/20,Wanhua District,2017,Land+Building+Garage,1,1,1,1,Yes,12,Apartment_11storeyorgreater,Reinforced Concrete,28.29,209.4,99.61,12.4,10.01,4,2,1,1,Ramp Plane,41.42,0,1,25400000,121299
5409,3/14/20,Wanhua District,1991,Land+Building,1,1,0,0,No,10,Apartment_5to10storey,Reinforced Concrete,23.57,124.81,87.3,0,13.01,2,2,1,1,No carpark,0,0,1,18880000,151270
5410,5/4/20,Wanhua District,1964,Land+Building,1,1,0,0,No,3,House,Strengthened Brickwork,14.88,40.55,40.54,0,0,3,1,1,0,No carpark,0,0,0,2200000,54254
5411,4/9/20,Wenshan District,1982,Land+Building,1,1,0,0,No,8,Apartment_5to10storey,Reinforced Concrete,15.63,117.01,97.44,0,4.16,3,1,1,0,No carpark,0,0,1,13800000,117939
5412,4/15/20,ZhongZheng District,2018,Land+Building+Garage,1,1,1,1,Yes,13,Storefront,Reinforced Concrete,12.87,111.7,57.39,0,0,0,1,1,0,Ramp Plane,32.06,0,0,17500000,156670
5413,4/25/20,Wenshan District,1981,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,23.41,103.89,85.59,2.64,8.06,3,1,1,0,No carpark,0,0,0,10300000,99143
5414,4/25/20,Wenshan District,1983,Land+Building,1,3,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,14.14,82.56,61.76,0,6.52,3,1,1,1,No carpark,0,0,1,11900000,144138
5415,5/8/20,ZhongZheng District,1972,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,29,79.79,79.79,0,0,3,1,1,0,No carpark,0,0,0,16710000,209425
5416,4/21/20,Wenshan District,1997,Land+Building,1,1,0,0,No,6,Apartment_5to10storey,Reinforced Concrete,28.23,88.25,60.77,5.63,6.61,2,1,1,1,No carpark,0,0,1,11600000,131445
5417,5/2/20,ZhongZheng District,2001,Land+Building,1,1,0,0,No,13,Suite,Reinforced Concrete,3.95,38.15,20.11,0.16,7.76,1,1,1,1,No carpark,0,0,0,11000000,288336
5418,4/25/20,Wenshan District,NULL,Land+Building,1,2,0,0,No,4,Apartment_5storey,Strengthened Brickwork,73.5,94.72,94.72,0,0,3,1,1,0,No carpark,0,0,0,15680000,165541
5419,4/29/20,Wenshan District,2015,Land+Building+Garage,1,1,2,1,Yes,33,Apartment_11storeyorgreater,Steel Reinforced Concrete,19.16,272.53,115.26,10.5,11.95,3,2,1,1,Ramp Plane,28.1,0,1,51000000,187135
5420,5/8/20,Wenshan District,2014,Land+Building+Garage,1,1,1,1,Yes,5,Apartment_5storey,Reinforced Concrete,42.24,128.83,55.85,2.61,6.52,2,1,1,1,Ramp Plane,33.09,0,0,15800000,122642
5421,5/6/20,ZhongZheng District,1981,Land+Building,2,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,29.38,162.19,144.31,12.44,0,1,2,1,0,No carpark,0,0,1,30180000,186078
5422,4/13/20,Wenshan District,2008,Land+Building+Garage,1,1,2,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,142.27,305.37,153.04,14.3,20.52,3,3,1,1,Ramp Plane,67.52,0,1,44000000,144088
5423,5/1/20,Wenshan District,2010,Land+Building+Garage,1,1,1,1,Yes,13,Apartment_11storeyorgreater,Reinforced Concrete,37.1,178.19,94.64,0,9.76,3,2,1,1,Ramp Plane,0,0,1,27300000,153207
5424,5/5/20,Wenshan District,1999,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,27.46,121.83,68.18,0,7.56,2,1,1,1,Ramp Plane,0,0,1,21600000,177296
5425,4/11/20,Wenshan District,1967,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,33.5,105.95,105.95,0,0,3,1,1,0,No carpark,0,0,0,15000000,141576
5426,4/26/20,Wenshan District,1972,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,56.25,143.05,127.18,0,15.87,5,3,1,0,No carpark,0,0,0,23000000,160783
5427,5/9/20,Datong District,2008,Land+Building+Garage,1,1,1,1,Yes,14,Suite,Reinforced Concrete,4.11,53.66,22.48,1.23,3.55,1,1,1,1,Tower,0,0,0,9400000,175177
5428,4/4/20,Wanhua District,1982,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,15.97,60.36,42.12,0,3.57,2,1,1,1,No carpark,0,0,1,8100000,134195
5429,5/8/20,Wanhua District,2019,Land+Building,1,1,0,0,No,15,Apartment_11storeyorgreater,Reinforced Concrete,10.7,74.38,44.61,1.38,4.34,1,1,1,1,No carpark,0,0,1,15000000,201667
5430,4/9/20,Wenshan District,1986,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,68.26,134.66,119.96,12.14,0,3,2,1,1,No carpark,0,0,0,20580000,152829
5431,4/9/20,Wenshan District,1986,Land+Building,1,1,0,0,No,5,Apartment_5storey,Reinforced Concrete,66,128.94,117.04,9.34,0,3,2,1,1,No carpark,0,0,0,19700000,152784
5432,4/9/20,Neihu District,1977,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,40.98,117.13,106.9,0,10.23,4,2,1,1,No carpark,0,0,0,13980000,119355
5433,5/2/20,Zhongshan District,1979,Land+Building,1,1,0,0,No,12,Suite,Reinforced Concrete,2.69,31.58,19.53,0,0,1,1,1,1,No carpark,0,0,0,4000000,126662
5434,3/21/20,Neihu District,NULL,Land+Building,1,1,0,0,No,2,Apartment_5storey,Strengthened Brickwork,33,56.72,56.72,0,0,0,0,0,0,No carpark,0,0,0,4500000,79337
5435,4/24/20,Zhongshan District,2009,Land+Building,1,1,0,0,No,14,Suite,Reinforced Concrete,3.16,52.64,26.57,0.98,1.76,1,1,1,1,No carpark,0,0,0,10880000,206687
5436,4/26/20,Neihu District,1983,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,38.63,118.31,78.48,0,9.13,3,2,1,1,No carpark,0,0,1,19800000,167357
5437,5/4/20,Wanhua District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,25.25,76.65,76.65,0,0,2,1,1,0,No carpark,0,0,0,8600000,112198
5438,5/7/20,Wanhua District,2016,Land+Building+Garage,1,1,1,1,Yes,26,Apartment_11storeyorgreater,Other,5.39,108.14,42.44,1.5,5.21,2,1,1,1,Ramp Plane,33.69,2500000,1,17350000,199463
5439,5/6/20,ZhongZheng District,2019,Land+Building,1,1,0,0,No,13,Suite,Reinforced Concrete,5.54,57.21,33.07,2.26,1.96,1,1,1,1,No carpark,0,0,0,18000000,314630
5440,4/17/20,Wanhua District,2017,Land+Building,1,1,0,0,No,22,Apartment_11storeyorgreater,Steel Reinforced Concrete,7.66,102.18,56.69,9.02,2.28,3,1,1,1,No carpark,0,0,1,19500000,190840
5441,3/31/20,Wanhua District,1975,Land+Building,1,1,0,0,No,5,Suite,Reinforced Concrete,11.95,31.18,31.18,0,0,1,1,1,0,No carpark,0,0,0,3000000,96216
5442,5/1/20,Zhongshan District,2001,Land+Building,1,1,0,0,No,10,Suite,Reinforced Concrete,9.55,41.91,20.37,0.86,3.38,1,1,1,1,No carpark,0,0,0,10380000,247674
5443,4/7/20,Zhongshan District,1973,Land+Building+Garage,1,1,7,1,Yes,6,Storefront,Reinforced Concrete,86.29,418.42,405.08,3.68,9.66,0,0,0,0,Ramp Plane,0,21000000,0,72000000,172076
5444,3/17/20,Xinyi District,1982,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,23.43,91.29,56.97,0,5.96,2,1,1,1,No carpark,0,0,1,14300000,156644
5445,4/29/20,Nangang District,2003,Land+Building,1,1,0,0,No,11,Apartment_11storeyorgreater,Reinforced Concrete,58.56,217.23,139.07,5.24,14.74,4,2,1,1,No carpark,0,0,1,38800000,178613
5446,4/25/20,Nangang District,1978,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,36.5,100.94,90.59,0,10.35,3,2,1,0,No carpark,0,0,0,13500000,133743
5447,5/3/20,Songshan District,1997,Land+Building+Garage,1,1,1,1,Yes,12,Suite,Reinforced Concrete,11.66,112.75,63.3,2.66,6.99,0,1,1,1,Lifting Plane,0,0,0,21500000,190687
5448,5/1/20,Songshan District,1970,Land+Building,1,3,0,0,No,7,Suite,Reinforced Concrete,7.45,33,27.95,0,0,1,1,1,1,No carpark,0,0,0,8500000,257576
5449,4/25/20,Songshan District,1995,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,45.07,151.32,102.43,0,11.79,3,2,1,1,No carpark,0,0,1,36000000,237906
5450,5/15/20,Xinyi District,1982,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,41.23,105.84,71.56,0,7.13,3,1,1,1,No carpark,0,0,1,19000000,179516
5451,4/9/20,Songshan District,1992,Land+Building,1,2,0,0,No,15,Commercial Building,Reinforced Concrete,76.23,923.26,724.7,0,84.82,12,2,1,1,No carpark,0,0,1,223400000,241969
5452,4/13/20,Nangang District,2006,Land+Building+Garage,1,1,1,1,Yes,12,NULL,Reinforced Concrete,45.38,200.11,119.46,0,10.85,4,2,1,1,Ramp Plane,38.02,0,0,25000000,124938
5453,4/17/20,Songshan District,1986,Land+Building,2,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,43.46,157.73,109.29,0,16.21,3,2,1,1,No carpark,0,0,1,17150000,108730
5454,5/13/20,Xinyi District,NULL,Land+Building,1,2,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,22.13,118.62,97.44,0,12.18,3,2,1,1,No carpark,0,0,1,30000000,252908
5455,5/7/20,Beitou District,2009,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,35.84,189.36,90.91,23.05,9.27,3,2,1,0,Ground Floor,0,0,1,36800000,194339
5456,5/20/20,Beitou District,1974,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,35.5,94,94,0,0,3,1,1,0,No carpark,0,0,0,12000000,127660
5457,5/5/20,Beitou District,2005,Land+Building+Garage,1,1,1,1,Yes,15,Apartment_11storeyorgreater,Reinforced Concrete,17.65,104.31,52.31,0,5.4,2,2,1,1,Ramp Plane,0,2500000,1,19000000,182149
5458,3/7/20,Beitou District,2019,Land+Building,1,1,0,0,No,7,Suite,Reinforced Concrete,9.82,39.44,18.62,0.86,2.69,1,1,1,1,No carpark,0,0,0,8190000,207657
5459,4/25/20,Beitou District,2005,Land+Building,1,1,0,0,No,3,House,Reinforced Concrete,125.42,258.72,210.63,1.59,14.23,5,3,1,1,No carpark,0,0,0,26400000,102041
5460,3/31/20,Beitou District,1972,Land+Building,1,2,0,0,No,2,House,Strengthened Brickwork,128,161.18,161.18,0,0,4,2,1,0,No carpark,0,0,0,28500000,176821
5461,3/6/20,Shilin District,2017,Land+Building+Garage,1,2,1,1,Yes,14,Apartment_11storeyorgreater,Reinforced Concrete,20.78,151.84,79.42,4.25,4.64,2,2,1,1,Ramp Machinery,18.71,0,1,28000000,184405
5462,3/19/20,Beitou District,2014,Land+Building+Garage,1,2,2,1,Yes,5,Apartment_5to10storey,Reinforced Concrete,238.41,298.5,134.74,8.53,15.79,3,3,1,1,Ramp Plane,57.9,5200000,1,53880000,202328
5463,4/7/20,Wanhua District,1987,Land+Building,1,1,0,0,No,12,Apartment_11storeyorgreater,Reinforced Concrete,22.05,104.28,70.18,0,10.72,3,2,1,1,No carpark,0,0,1,14800000,141926
5464,3/20/20,ZhongZheng District,2019,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,20.98,104.08,38.89,3.91,5.58,2,1,1,1,other,25.01,0,1,20000000,192160
5465,4/24/20,Daan District,1977,Land+Building,1,1,0,0,No,7,Apartment_5to10storey,Reinforced Concrete,11.02,76.7,69.14,0,0,2,1,1,0,No carpark,0,0,1,17100000,222947
5466,4/18/20,Daan District,1985,Land+Building,1,1,0,0,No,19,Apartment_11storeyorgreater,Reinforced Concrete,19.39,100.97,73.75,1.56,4.72,3,1,1,1,No carpark,0,0,1,21980000,217688
5467,5/1/20,Daan District,NULL,Land+Building,1,1,0,0,No,4,Apartment_5storey,Strengthened Brickwork,38,97.65,95.62,0,2.03,2,2,1,0,No carpark,0,0,0,24200000,247824
5468,5/13/20,Daan District,NULL,Land+Building,1,2,0,0,No,5,Apartment_5storey,Reinforced Concrete,34.5,107.12,95.8,0,11.32,5,5,1,0,No carpark,0,0,0,22680000,211725
5469,4/20/20,Daan District,2019,Land+Building+Garage,1,1,2,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,33.63,162.22,73.41,4.49,6.61,3,2,1,0,other,26.06,3000000,1,45000000,308461
5470,4/30/20,Beitou District,1972,Land+Building,1,1,0,0,No,4,Apartment_5storey,Reinforced Concrete,16.5,40.02,40.02,0,0,2,1,1,0,No carpark,0,0,0,7250000,181159
5471,3/13/20,Shilin District,1984,Land+Building+Garage,1,1,1,1,Yes,7,Apartment_5to10storey,Reinforced Concrete,30.9,187.13,144.84,0,16.63,4,2,1,1,Ramp Plane,0,0,1,25600000,136803
5472,4/22/20,Zhongshan District,1984,Land+Building,1,3,0,0,No,13,Suite,Reinforced Concrete,3.38,37.86,25.83,0,4.4,1,1,1,1,No carpark,0,0,0,4760000,125726
5473,5/7/20,Zhongshan District,1992,Land+Building+Garage,2,1,1,1,Yes,8,Apartment_5to10storey,Reinforced Concrete,38.58,186.91,153.86,2.45,13.23,3,2,1,1,Ramp Plane,39.57,2500000,1,41600000,265373
